pagos,products,total
"[{""__ref__"":""pagos/a5F5Dud8VDM4ETApUMpe""},{""__ref__"":""pagos/N7Y4GgjW7TLsb4JMxwtf""},{""__ref__"":""pagos/adoEpb5pJvHoSnSOOHGX""}]","[{""__ref__"":""productosSeleccionados/ssOYIJPdyC5l7uUuidaD""},{""__ref__"":""productosSeleccionados/KelNjIZBzfNwglDdscCX""}]",6275
"[{""__ref__"":""pagos/KLb6tJ5oIUh3xHazg0iS""}]","[{""__ref__"":""productosSeleccionados/sSpM20VHg6JU4kS5uvFN""},{""__ref__"":""productosSeleccionados/vnS18w0dZPsG84ASHfXY""},{""__ref__"":""productosSeleccionados/dqt6DlGfBlGmRMgmw3zl""}]",1570
"[{""__ref__"":""pagos/5amnyAGVWS0N59kB4epc""},{""__ref__"":""pagos/ezA0OYsD0aLZ6LXYZCrN""}]","[{""__ref__"":""productosSeleccionados/ssPo6oEPtucTsSAkKuG3""}]",11500
"[{""__ref__"":""pagos/aLYFYQ7LzejFGPM2Nmnf""}]","[{""__ref__"":""productosSeleccionados/SSqeiv40kdWPpeSlzut3""},{""__ref__"":""productosSeleccionados/GCMrUxL62lZ14DwQSGzP""},{""__ref__"":""productosSeleccionados/GdzMa7qwgyf0p5K2bQKY""},{""__ref__"":""productosSeleccionados/wEIldmKIPPMh0MlKFZdl""}]",6210
"[{""__ref__"":""pagos/dSkXWA9cXid0pGthFojv""}]","[{""__ref__"":""productosSeleccionados/ssvWMKWSDoDX4ABmIJ1e""}]",8756.055
"[{""__ref__"":""pagos/tmfMIcnSgbttYXvVLgbu""}]","[{""__ref__"":""productosSeleccionados/SSZ200vi5UazNdZ1eh2Z""},{""__ref__"":""productosSeleccionados/tTwfbf1Y3HuutsT2TDUN""}]",9280
"[{""__ref__"":""pagos/LWHhKISv2663cEJNV1oq""}]","[{""__ref__"":""productosSeleccionados/sSznFzHaTyJ3aPXbdJ8e""}]",7100
"[{""__ref__"":""pagos/7pVf8frqfh4Jx2BANP2H""},{""__ref__"":""pagos/BxjecY6vQPVjg8xOrgCh""}]","[{""__ref__"":""productosSeleccionados/ST1G22DaEkjcGsNscmrt""},{""__ref__"":""productosSeleccionados/umfWtAloWt7lIRtYoeD5""}]",8004
"[{""__ref__"":""pagos/jkgcqIg7OzfjI2hweGud""}]","[{""__ref__"":""productosSeleccionados/STAaSZAf4mk0uPgBclVw""}]",1940
"[{""__ref__"":""pagos/qsDIMViHc5lxbctMM8RD""}]","[{""__ref__"":""productosSeleccionados/sTiQ8qODIUSYigR9XkSU""},{""__ref__"":""productosSeleccionados/KkGleQ7jiI91YVAnpSTs""}]",1140
"[{""__ref__"":""pagos/mP4Xmf7plEzRJj23iWaU""}]","[{""__ref__"":""productosSeleccionados/STQiY20CXjgTGebxMXTv""}]",2160
"[{""__ref__"":""pagos/wuu3uL3YV7zBpCllaqB2""}]","[{""__ref__"":""productosSeleccionados/StR37FvVeY2Wd7k6dY56""}]",3000
"[{""__ref__"":""pagos/KrWaz5aNqinQrBuApAFX""}]","[{""__ref__"":""productosSeleccionados/Str9Z6MCrHMcUpHuIYgt""}]",8255.5
"[{""__ref__"":""pagos/D9PDY92AupguBdsjE1Dq""},{""__ref__"":""pagos/gbXyDQ35sZHbOje89d53""}]","[{""__ref__"":""productosSeleccionados/StSdGQVixs1d85w13gzh""},{""__ref__"":""productosSeleccionados/DmaPIeKrDXsgzsLxOjM3""},{""__ref__"":""productosSeleccionados/1DNUDRQkGDFBwswlbGXR""}]",22496
"[{""__ref__"":""pagos/8yWRUljK3Uv3G6Cbpkla""}]","[{""__ref__"":""productosSeleccionados/sTsyrybKd8qsAIeoFvxa""},{""__ref__"":""productosSeleccionados/zYmdh4OJL6Rpaf7f2Dhu""}]",180
"[{""__ref__"":""pagos/rEYAYRWx3o560SXgyJW3""}]","[{""__ref__"":""productosSeleccionados/stUpV1XcusgUB6LMZ47I""},{""__ref__"":""productosSeleccionados/gEv41MOvbftQcPGrFjZE""},{""__ref__"":""productosSeleccionados/nNSiXiJqzgMS3vpDbmy4""}]",1400
"[{""__ref__"":""pagos/NFjzAZqQwWcFG6hOjZ9t""}]","[{""__ref__"":""productosSeleccionados/STvuktZSfoVoL11IziBV""},{""__ref__"":""productosSeleccionados/UqnngF4uJDtp0JDOYkIp""}]",4450
"[{""__ref__"":""pagos/asITk1MS8FQcye78m7hG""}]","[{""__ref__"":""productosSeleccionados/stVvspD3PPbPik5TuAlS""}]",860.6
"[{""__ref__"":""pagos/btqEQUu6e4qoTLtC5V2e""},{""__ref__"":""pagos/GkgvBjOKWZzBurTdsyVv""}]","[{""__ref__"":""productosSeleccionados/STYsTWhjOiojmXFz7IHC""}]",9875.25
"[{""__ref__"":""pagos/mzJfqUmWALIAHXImT3Ih""}]","[{""__ref__"":""productosSeleccionados/su4SmDQva4SCy9jN5JWD""},{""__ref__"":""productosSeleccionados/Y9ZFwGwSb5JthACnctDI""}]",4041
"[{""__ref__"":""pagos/JHftFGEjlpY0HoQtixJ2""}]","[{""__ref__"":""productosSeleccionados/SU5UhBikFGfWDTWta1mi""},{""__ref__"":""productosSeleccionados/IWGqFjBGMof8819aZrjD""}]",254273.03
"[{""__ref__"":""pagos/Ur1DRrhc49ZCu5susZuY""},{""__ref__"":""pagos/XpcpdQr8kAoCzHHg67iw""}]","[{""__ref__"":""productosSeleccionados/suBW5piqhxbkdOSkj09C""},{""__ref__"":""productosSeleccionados/PEX5VfIa3ewLiAjx7tF6""}]",14877.7
"[{""__ref__"":""pagos/HC9uHZnAEDlVacngMg4s""}]","[{""__ref__"":""productosSeleccionados/suGUS73tBEyQjeIiSQZF""}]",1518
"[{""__ref__"":""pagos/b77tcW8wF7f5sSsa71wq""}]","[{""__ref__"":""productosSeleccionados/sUNLNkHjZ0o2gI8AyOnD""},{""__ref__"":""productosSeleccionados/VdrfqgaWFZj9nxhIQWeK""},{""__ref__"":""productosSeleccionados/OBltJUwACAUrVCvg19ha""},{""__ref__"":""productosSeleccionados/9ju3b8nUJ9sZ0dVmbVnN""}]",3913.14
"[{""__ref__"":""pagos/6hPOzrpmE5hAbGtLqAPz""},{""__ref__"":""pagos/wDCt2utuSZeJA4CtDWEK""}]","[{""__ref__"":""productosSeleccionados/SuOJRg8BX8Lkks8ZuTPf""}]",12500
"[{""__ref__"":""pagos/JRm18tVAWM3cqeH6rCZT""}]","[{""__ref__"":""productosSeleccionados/sUYVbYft9s11Az8KKHWr""}]",2238.5
"[{""__ref__"":""pagos/WYHJIeHqcO3nRvCa7a2O""}]","[{""__ref__"":""productosSeleccionados/SuZf2VycsJdqMO1us7MF""},{""__ref__"":""productosSeleccionados/kQmC2buMjceYkUZB10A1""}]",470
"[{""__ref__"":""pagos/ORBewAfI7Jah1kO9g91i""}]","[{""__ref__"":""productosSeleccionados/sv24dNpAs4EzGubQZzBo""},{""__ref__"":""productosSeleccionados/k5w4WnZNIyluTQV8H2qK""}]",410
"[{""__ref__"":""pagos/GX3rYej1NKf7nkyegfcu""}]","[{""__ref__"":""productosSeleccionados/SVCYnitKxrraplcra1LX""},{""__ref__"":""productosSeleccionados/6VPrvLwt6eWYvrXhPxdO""}]",2100
"[{""__ref__"":""pagos/a5AKuEtjwWqqTWLEUQGo""}]","[{""__ref__"":""productosSeleccionados/sVefkqHl8XZegZAEVDo1""},{""__ref__"":""productosSeleccionados/kIoq8zyXbZkoZL5vjAxX""}]",4040
"[{""__ref__"":""pagos/upE7G1Z279UAgRaM64Ip""},{""__ref__"":""pagos/GGVRAf5cFRb5UQ5vkno9""}]","[{""__ref__"":""productosSeleccionados/svpFVeBPZRZlzRdwtwvj""}]",8802.85
"[{""__ref__"":""pagos/oCLju49pUl6PYJEBWizD""},{""__ref__"":""pagos/qvEcHOKVBG3ytulMKtkC""}]","[{""__ref__"":""productosSeleccionados/SVQjdviHZ2BrFtesGOwW""},{""__ref__"":""productosSeleccionados/uee5Vr8IdJQnNQBDmZ7z""},{""__ref__"":""productosSeleccionados/TrO9VVzXSBotWD0S6G6J""},{""__ref__"":""productosSeleccionados/1EYbgbrlXKcbvd6JWo2b""}]",14690
"[{""__ref__"":""pagos/CeDSXQXI6IIE66LDPcuN""}]","[{""__ref__"":""productosSeleccionados/SvROv3Y8MMQ715wDEtOy""}]",6920
"[{""__ref__"":""pagos/ljGYNJmjoy4ZfBOxBVG0""}]","[{""__ref__"":""productosSeleccionados/SVTrQwZz9ulbHLxWJvhl""},{""__ref__"":""productosSeleccionados/QLEVJg79jdvdUoUjyWky""},{""__ref__"":""productosSeleccionados/dxFVnMlMSVkBTymhslVY""}]",11537.84
"[{""__ref__"":""pagos/bucFi0RI94hdRe223tLh""}]","[{""__ref__"":""productosSeleccionados/sVvK2dMUwlSPqZBF0XFi""},{""__ref__"":""productosSeleccionados/zY5mxVn8XvCj3LXtJWCc""}]",17955
"[{""__ref__"":""pagos/aqMZMNMKFQAfDOHsSxX9""}]","[{""__ref__"":""productosSeleccionados/svwmQ75uBozYZDt2gvyh""},{""__ref__"":""productosSeleccionados/WOBI7vG3vAdcBBpCJMza""}]",1100
"[{""__ref__"":""pagos/7VyP7ccScnauDHcXVuO3""}]","[{""__ref__"":""productosSeleccionados/Sw1jNFqpGmvrmF2J4LvH""},{""__ref__"":""productosSeleccionados/F09KxCFCZHXwRZJr02Oc""}]",1450
"[{""__ref__"":""pagos/d53JIOPPmnqMTl7X01q0""}]","[{""__ref__"":""productosSeleccionados/SWBFIp7wt61c4qRQZqZC""},{""__ref__"":""productosSeleccionados/blLokNvMBfLX3VfW3jjv""}]",35911.26
"[{""__ref__"":""pagos/I7AW8D0kSM23uPbiEgBN""}]","[{""__ref__"":""productosSeleccionados/swdouW7hxj8l0IMeTC79""}]",2037
"[{""__ref__"":""pagos/CoHj0uiCbQYnxK2uOZok""}]","[{""__ref__"":""productosSeleccionados/swDYJjJjfHq047mHtXVF""}]",9865.8
"[{""__ref__"":""pagos/BPJWFmWEFm1pZo3VFAxu""}]","[{""__ref__"":""productosSeleccionados/Swfndhj2KRz6IX2NFqAU""},{""__ref__"":""productosSeleccionados/r3gyuRpmfT8mlwmh46Wm""},{""__ref__"":""productosSeleccionados/ifHb5BNR4S8Z0gYOefk2""}]",22097
"[{""__ref__"":""pagos/HXCEbAvfH0mPCk428ACz""},{""__ref__"":""pagos/FU2VtfkwjnUS2qOwMVDR""}]","[{""__ref__"":""productosSeleccionados/sWGWY2ZuZAOsmfg4V865""}]",10191
"[{""__ref__"":""pagos/GCoLlkGdx4bbNltsw9Vg""}]","[{""__ref__"":""productosSeleccionados/SwH1UN86KTMntz9WLT1i""},{""__ref__"":""productosSeleccionados/eQ2yML7FMGNrkuLbUHFw""}]",2920
"[{""__ref__"":""pagos/62cwJGqgNf4yn9bPyIt2""},{""__ref__"":""pagos/TOeaU206KJnw5pxutW1L""}]","[{""__ref__"":""productosSeleccionados/sWJv8vQrOUDRNaHJVVzu""}]",16520
"[{""__ref__"":""pagos/nwCjVTCcBz0LTT4CTUk5""}]","[{""__ref__"":""productosSeleccionados/sWKL7lZTyOTPRfyYic1Z""}]",147
"[{""__ref__"":""pagos/fqVoMi2UY9BSlhbKjTV1""}]","[{""__ref__"":""productosSeleccionados/SWKp51rm0Wnm8IC8dw3u""}]",2070
"[{""__ref__"":""pagos/dS3AdCQ2calJSSmjsU9d""}]","[{""__ref__"":""productosSeleccionados/SWldT7nADWzgZpxZAeaR""}]",10533.6
"[{""__ref__"":""pagos/pd6MMSWXQ4vORqWD8FJS""}]","[{""__ref__"":""productosSeleccionados/SwnTiXXnyEL9eRDThC0u""},{""__ref__"":""productosSeleccionados/8PEfSNwQCchNAbVHwI9S""}]",50
"[{""__ref__"":""pagos/C9rDj145VtQdbU5g87S8""}]","[{""__ref__"":""productosSeleccionados/swQOuDS2VwJMwtFyz88o""}]",1548.5
"[{""__ref__"":""pagos/WWrXCQlk0Xxte6rFASF2""}]","[{""__ref__"":""productosSeleccionados/swtJbOjDRqaMBcQ5wf2y""}]",18257.6
"[{""__ref__"":""pagos/FaVNffmJG0zEOFCDp51l""}]","[{""__ref__"":""productosSeleccionados/sWUzTjwmQBsbCdlVdpt4""}]",5623.506
"[{""__ref__"":""pagos/cHPB3gH6paPizn5mYdFF""}]","[{""__ref__"":""productosSeleccionados/sww9RMZt5GYn42mHo7a7""}]",1092.5
"[{""__ref__"":""pagos/bChLRUivhC89xAEbwSX6""}]","[{""__ref__"":""productosSeleccionados/sX3aal51ozpF6cK85pOZ""},{""__ref__"":""productosSeleccionados/ZIlRCrmq64cOaLvdCwe9""}]",3800
"[{""__ref__"":""pagos/Bn12rRoXI1FzAvwLIviE""},{""__ref__"":""pagos/ho2z6om0nQYWfNckj3Xr""}]","[{""__ref__"":""productosSeleccionados/Sx5WxfUJUA0lAc6mUv0T""},{""__ref__"":""productosSeleccionados/RNQKfbG9QQZXUAOoXO6N""}]",144570.8
"[{""__ref__"":""pagos/Yq6quiDleDj0fUrQWnQu""}]","[{""__ref__"":""productosSeleccionados/Sx9cZXOIbfZufBtxeyxq""}]",85487.71
"[{""__ref__"":""pagos/q8tjzA0c5jMyDZTT7Qi7""}]","[{""__ref__"":""productosSeleccionados/SXGsPkMxAZZHxlyAilPm""},{""__ref__"":""productosSeleccionados/2kkAdq8E3cR5ROgPfabX""},{""__ref__"":""productosSeleccionados/C0theuFd1cyk8e7jepCB""}]",132520
"[{""__ref__"":""pagos/IvYZJjE2Ni3hFfp2I3r8""}]","[{""__ref__"":""productosSeleccionados/sXh7dBKrIMFzyL8toLAd""},{""__ref__"":""productosSeleccionados/DucRcXuCybyRKC2iuOl1""}]",1502
"[{""__ref__"":""pagos/EM8shUZYErMpHoK3e9LN""},{""__ref__"":""pagos/Z3jR1g1sPMQKNYH08R8B""}]","[{""__ref__"":""productosSeleccionados/Sxpys2crNo5B1IjeCh35""},{""__ref__"":""productosSeleccionados/hRIIu4rFkCgEPRCPeXL7""},{""__ref__"":""productosSeleccionados/RLjYhjRe3M7GGbBdRHob""}]",14063
"[{""__ref__"":""pagos/akShYWQxs8I0ZWA2HDnw""}]","[{""__ref__"":""productosSeleccionados/SXVE0AjfUdRs19iqgNEU""}]",2350
"[{""__ref__"":""pagos/VQM3kiJfofdYo9EZQJ8D""}]","[{""__ref__"":""productosSeleccionados/Sxw59Ptoeu8jiOXNpDZu""},{""__ref__"":""productosSeleccionados/pMeByi9SVe21eG9hlGZ7""}]",1190
"[{""__ref__"":""pagos/wwCa7n6IBdbKrtFdpU7d""}]","[{""__ref__"":""productosSeleccionados/sxwunCrheoP76BWEMlTu""},{""__ref__"":""productosSeleccionados/3tfhCFXC7QIKl9p9pyGV""}]",75504
"[{""__ref__"":""pagos/d0xSskUHZ6p6fBI1lByu""}]","[{""__ref__"":""productosSeleccionados/sxyRNrSfebhC21Q6LazF""},{""__ref__"":""productosSeleccionados/2K9KI7K6gpULkdqraQj1""}]",6360.25
"[{""__ref__"":""pagos/odKPahSXdDv2mxi0zGIJ""},{""__ref__"":""pagos/lkpZnl7O9gr921ikllzX""},{""__ref__"":""pagos/k2fyH8Bt0ZS9XaH9XSnm""},{""__ref__"":""pagos/gHmf0TmQYJjQpiUUUczp""}]","[{""__ref__"":""productosSeleccionados/sXZzRin5waSc0Moa92zx""}]",3208.8
"[{""__ref__"":""pagos/wOAwcFssleL9M9u2djDI""}]","[{""__ref__"":""productosSeleccionados/Sy0kudzo3vVNffRkffPe""}]",19170
"[{""__ref__"":""pagos/DJ9Xnmu8tYCgg4p4etkG""}]","[{""__ref__"":""productosSeleccionados/sY1EirQpm62bA5KTpdVl""}]",392
"[{""__ref__"":""pagos/SzAOQE4dPrdjf0ZCHduO""}]","[{""__ref__"":""productosSeleccionados/SY5PumPxQxAj5ex7Q2wb""}]",7554.05
"[{""__ref__"":""pagos/Qpj49KGNM74s4WhDdmai""}]","[{""__ref__"":""productosSeleccionados/sYAXrnFcWP6yOPt9fSrp""}]",1470.42
"[{""__ref__"":""pagos/g2BBtjHkpy202eyQfox1""}]","[{""__ref__"":""productosSeleccionados/SYbOvsEGgpDS5GbQtp2R""},{""__ref__"":""productosSeleccionados/W1tcbd7jD0DZOADKnLpl""}]",3696
"[{""__ref__"":""pagos/Vf8hrc3fTYo5SD9oXjLx""}]","[{""__ref__"":""productosSeleccionados/SyIe0e0Vd1DNjcS4srnB""},{""__ref__"":""productosSeleccionados/aHI5K7e890w7faQBQd01""}]",2935
"[{""__ref__"":""pagos/DrlYn3Xl8bKVEeY1jz9b""}]","[{""__ref__"":""productosSeleccionados/SYiLjtXmus9cv6q9w0tm""},{""__ref__"":""productosSeleccionados/7Z5WOWe1fb3rsO6ovBw3""}]",1726
"[{""__ref__"":""pagos/Qmk445jHWylWEGTsCYwM""}]","[{""__ref__"":""productosSeleccionados/SYmWuanpzW4D4FzVDCvb""}]",5154.8805
"[{""__ref__"":""pagos/qrwusJBmf08Zzk5HPRJw""}]","[{""__ref__"":""productosSeleccionados/sYOv8bulHfSkKBQGDo68""},{""__ref__"":""productosSeleccionados/WHiT9DRGr9iTdDZO6Tc2""},{""__ref__"":""productosSeleccionados/P2EkZcglLs9QFZnc4ZKT""}]",10780
"[{""__ref__"":""pagos/ne4IkEi0yMeeqcXjTWDm""},{""__ref__"":""pagos/sHHxMj0M2JB9f39P8jI9""}]","[{""__ref__"":""productosSeleccionados/SYp5LrkXa9uAFvdm9nDy""}]",9987.6
"[{""__ref__"":""pagos/fI5oLjqxWXsKStrozGsh""}]","[{""__ref__"":""productosSeleccionados/SYp9Mekh9CLa6BBJ8Tzj""}]",520
"[{""__ref__"":""pagos/PV1f6eKO5l9HjfnUcF7f""},{""__ref__"":""pagos/mKvQE0o7SzQczziaaNp9""}]","[{""__ref__"":""productosSeleccionados/syuQzCC890YzKCMAM1BO""}]",10155.6
"[{""__ref__"":""pagos/FhT6G07z7Qn94WSufuho""},{""__ref__"":""pagos/Co9xlFh7QEVGwgmMUdml""}]","[{""__ref__"":""productosSeleccionados/SYuR50h2brCepWJga8az""},{""__ref__"":""productosSeleccionados/WcXkrnTuzyMY7fjgxGaK""}]",1085.24
"[{""__ref__"":""pagos/0VldmLCpfuG01vehd282""},{""__ref__"":""pagos/dEyyh48AB3DYnaxXKZPC""}]","[{""__ref__"":""productosSeleccionados/syxAoOlKGZ8MsQe8XfCr""},{""__ref__"":""productosSeleccionados/R1MN9cavhMgCnybAtPks""},{""__ref__"":""productosSeleccionados/4UoRN3v5AvCT0qINPOoZ""}]",19843
"[{""__ref__"":""pagos/fhKxlVawOvOWEPc2muJa""}]","[{""__ref__"":""productosSeleccionados/SyxjDKhigIln63sZJK4T""}]",300
"[{""__ref__"":""pagos/MVVv1Crbo4UHCnvpcap3""}]","[{""__ref__"":""productosSeleccionados/sYz7lbIzt4esIytAjKgG""}]",1400
"[{""__ref__"":""pagos/M3BXyD9BjcFB2duiQifZ""}]","[{""__ref__"":""productosSeleccionados/SzEIr8Ka0RGMaE73h92J""},{""__ref__"":""productosSeleccionados/KGOx347PB5Pn6qdtrERh""}]",53433.6
"[{""__ref__"":""pagos/gJeVh4AbuY5ZifS9BV23""}]","[{""__ref__"":""productosSeleccionados/szf3wgHtG8c5xGLsZBi0""},{""__ref__"":""productosSeleccionados/5zRMJYeZndhem37DKbBd""},{""__ref__"":""productosSeleccionados/ho0t6HLOhl84CAp48qq1""}]",4890
"[{""__ref__"":""pagos/IC8OAliWZCfazcbvFOYY""}]","[{""__ref__"":""productosSeleccionados/szIamEBaMcsO2rEJjYab""},{""__ref__"":""productosSeleccionados/oDqEmDqKRc9Ba8QFZYU4""},{""__ref__"":""productosSeleccionados/mlXSOxxmisr71mpEeNpr""},{""__ref__"":""productosSeleccionados/RcDFTsM8rlyPdcbAMp9H""},{""__ref__"":""productosSeleccionados/12CLTzdpK0it1H3P4H7R""},{""__ref__"":""productosSeleccionados/fVPbuQEzBrZ0yagLLT8E""},{""__ref__"":""productosSeleccionados/RPNVldbLN2ubUuGBmLGT""}]",14890
"[{""__ref__"":""pagos/rtUv9HcK936hNM6UBmm9""}]","[{""__ref__"":""productosSeleccionados/SzIR6iSBu92rslyYMhL6""}]",1799.91
"[{""__ref__"":""pagos/rdQkfOyExiGMJZlZt2S4""}]","[{""__ref__"":""productosSeleccionados/sZmMgC3h52qCQlIWAaCp""}]",18640.05
"[{""__ref__"":""pagos/AWThHxRhMTrW1rTahEFi""}]","[{""__ref__"":""productosSeleccionados/sZmR3tKccKo4w7f5UyMm""}]",3960
"[{""__ref__"":""pagos/gi3ptCa3tBySPjQhaiL6""},{""__ref__"":""pagos/dtpQ8HMpwuTpzSc9R0oP""}]","[{""__ref__"":""productosSeleccionados/sZnKhoe7Y5ghjUx0RjoZ""},{""__ref__"":""productosSeleccionados/WXMD20R3qL64QegjPhc3""},{""__ref__"":""productosSeleccionados/5cNH6lUWiGHD8K4qGUP9""}]",18844
"[{""__ref__"":""pagos/Ely8ETKSKLBMmNvkA241""}]","[{""__ref__"":""productosSeleccionados/SzoSxgjDal54pRjKVYIz""},{""__ref__"":""productosSeleccionados/YKNneFDs3lBekCNORA14""}]",230
"[{""__ref__"":""pagos/d0eb511BAiE3gmBqimRe""}]","[{""__ref__"":""productosSeleccionados/sZUHvUeNMkNuQWna55G6""}]",950
"[{""__ref__"":""pagos/usitZOpp8cnQCkANrIld""}]","[{""__ref__"":""productosSeleccionados/szVC7rBwOhLI2XYZBqzO""}]",245
"[{""__ref__"":""pagos/NBgiga4GXm2tiRadRyEh""}]","[{""__ref__"":""productosSeleccionados/szxaKjxCeW5cjG1mbUhE""},{""__ref__"":""productosSeleccionados/pZZqIK0ZunCMJB6Elo7F""}]",920
"[{""__ref__"":""pagos/JTiKrpcwdXJARkzq5CU0""}]","[{""__ref__"":""productosSeleccionados/t00NlDpfPGrt0bE9t1Ke""}]",400
"[{""__ref__"":""pagos/BRPLLcZunf4wkXqr3mTg""},{""__ref__"":""pagos/lksQCutraR5oi8xoQVPZ""}]","[{""__ref__"":""productosSeleccionados/t0Dc6n6xzTpNpn5eCrVt""},{""__ref__"":""productosSeleccionados/Q7ZTLxJMXhauGBGDgw4N""}]",9520
"[{""__ref__"":""pagos/u2EqgvCyrYgnOo6OxJmo""}]","[{""__ref__"":""productosSeleccionados/T0dN5bbPguB6WTePjZBT""},{""__ref__"":""productosSeleccionados/R50u1i0S6xZjWzWY6Dle""}]",700
"[{""__ref__"":""pagos/HTyI7ME0Ltw4mx3teJBo""},{""__ref__"":""pagos/6hjEn0nFUlUB8b7tH1ie""}]","[{""__ref__"":""productosSeleccionados/t0Fz03DjD0OGfmGsiOFU""},{""__ref__"":""productosSeleccionados/sqFX0w6KS4Rfi0erYCEZ""}]",20750
"[{""__ref__"":""pagos/yoeUt8h7jK1EXTsyjBBC""},{""__ref__"":""pagos/bDxZ6jG86GEI58noP0Tp""},{""__ref__"":""pagos/EldpE71FWx8Frx1sjcdQ""}]","[{""__ref__"":""productosSeleccionados/t0hY64MqFjCo1tE6hB6X""},{""__ref__"":""productosSeleccionados/tnHNmAoxCfrlvG2Qsknl""},{""__ref__"":""productosSeleccionados/z6oIl958aGxLfAkL4IpY""}]",579930
"[{""__ref__"":""pagos/KAxPJtMKRUGVGNHrXZwG""},{""__ref__"":""pagos/G7deIe9EDKQGQrJeMumb""}]","[{""__ref__"":""productosSeleccionados/T0W3BJHR4kFuEm2lgRHU""}]",11875
"[{""__ref__"":""pagos/9A4cNqsQjVVVlIApPL80""}]","[{""__ref__"":""productosSeleccionados/t10kEsNImSY9SxP4gtaD""}]",5579
"[{""__ref__"":""pagos/tOibJDFwSmmh4E70dXdm""},{""__ref__"":""pagos/VZws4dMiJqvW6onl51nQ""}]","[{""__ref__"":""productosSeleccionados/t18uobsPllQlwWjcGVRv""},{""__ref__"":""productosSeleccionados/xIWjKeEMJx66P64wSg0V""}]",17712
"[{""__ref__"":""pagos/nttomJTsFAnnAJRrp2W6""},{""__ref__"":""pagos/hFIQVaJ2FCuc6LPP8roL""}]","[{""__ref__"":""productosSeleccionados/T1C8z9J83JxZUaTG3Tpb""},{""__ref__"":""productosSeleccionados/Igz4OUtmmffzlCqqFqgn""}]",6900
"[{""__ref__"":""pagos/wVybqijQrjERLsK8zBxA""}]","[{""__ref__"":""productosSeleccionados/t1e4p00xXYuiVzHAjsAq""}]",2250
"[{""__ref__"":""pagos/2v8UQVPeEYzEQbJSUJhU""},{""__ref__"":""pagos/Sn3ITw0BUxcTSzrFzGRq""}]","[{""__ref__"":""productosSeleccionados/t1l5LLbc6x5qaEKc8W5v""}]",10032
"[{""__ref__"":""pagos/mpIiQ7i5Ob30LEiGMlLD""}]","[{""__ref__"":""productosSeleccionados/t1UXqmUvbjo22nU6tGjh""},{""__ref__"":""productosSeleccionados/qsMzJQZiwosqSd4nws8t""},{""__ref__"":""productosSeleccionados/OPNB4ZLoC8u04jP7hP5a""}]",515
"[{""__ref__"":""pagos/HJP6Y0TiHrMztlrArh8P""}]","[{""__ref__"":""productosSeleccionados/T2BTgVqeVWGr4F9iefEg""}]",900
"[{""__ref__"":""pagos/raUDQgU5QlhajAJVsg5C""},{""__ref__"":""pagos/0CYl2QDffTHRjMd4tCso""}]","[{""__ref__"":""productosSeleccionados/t2dRdcUt7F2qRLh9JTTy""}]",6013
"[{""__ref__"":""pagos/fbypQ3TnYenuIlmuUT5o""},{""__ref__"":""pagos/d6D3WHrZlLeoQaRKO6Qo""}]","[{""__ref__"":""productosSeleccionados/T2Inzvobs0P2PXmZJgsK""}]",5456
"[{""__ref__"":""pagos/UknN9fSxUbN99RKmWhMX""}]","[{""__ref__"":""productosSeleccionados/T2LQxzMqDcAPKGx1Mkf0""},{""__ref__"":""productosSeleccionados/zIjDTM1tqmhCZ08CniVg""},{""__ref__"":""productosSeleccionados/rXoPXnqwuiv2AnKLkLTW""}]",14861
"[{""__ref__"":""pagos/pPtqgAyaqESUuAS1XfW7""}]","[{""__ref__"":""productosSeleccionados/T2MYa4lE8hgktf3D0LGP""},{""__ref__"":""productosSeleccionados/gpaJD0XqzAFr3GilNww9""},{""__ref__"":""productosSeleccionados/6ITyhiX5PAVpCBTzafEp""},{""__ref__"":""productosSeleccionados/TYFanfnVMsIZvKNlePFm""}]",1113
"[{""__ref__"":""pagos/escg2UKNLZerLAa4z6u6""}]","[{""__ref__"":""productosSeleccionados/T2SFguNCeinBHiWZWVRN""},{""__ref__"":""productosSeleccionados/rcH8MSKRdhyva82FoxAI""},{""__ref__"":""productosSeleccionados/GBZobldHlSYAXxGjNIER""}]",1418.4
"[{""__ref__"":""pagos/zLJ3BuDKIDT5hLdMGVIC""}]","[{""__ref__"":""productosSeleccionados/T2yeRmWUw1vyjdhvUgc2""}]",200
"[{""__ref__"":""pagos/dCRMKR7KdH7T07Z8aLqx""},{""__ref__"":""pagos/CmLwdzyIAyDw5uwIwiFk""}]","[{""__ref__"":""productosSeleccionados/T35fJEKDab3345cR1XVq""},{""__ref__"":""productosSeleccionados/RZwNA1JIqHQG05lQFkGp""}]",4630.14
"[{""__ref__"":""pagos/DLKYz2AXrmz2eGbhZTLn""}]","[{""__ref__"":""productosSeleccionados/t3ETwRt8Ng0WqwFF7xIs""},{""__ref__"":""productosSeleccionados/3QpvH3CQ2z4VyxHRDH4p""}]",13546.3493
"[{""__ref__"":""pagos/TFLY4AQ3zyesX9bPLQjw""}]","[{""__ref__"":""productosSeleccionados/t3OPXxr5oAdnxOy1LBbJ""},{""__ref__"":""productosSeleccionados/fWwcqzIaUou9u2mCrBH1""},{""__ref__"":""productosSeleccionados/U4h0CBjELYhDOZvs6a4h""},{""__ref__"":""productosSeleccionados/e9KnnkbbFIF7uvMXUBXQ""}]",4250.7
